Wavelenght,C 1.1,DH1R,DH2.1T,DH3.1,H1Bl Hair,H1c- hair,H2.1T Hair,N1TT_good,N2.2ML_28,N3.1TT,N3.1TT_Good,R1_22,R1Sc_24,R2_good,R3.1TStraw,R4.1_23,R5_17,R6_18,R7_20,SP2.1E,SP13.1C,SP13.2B,SP-bev,SS 1.1,UN1
549.854231,91.596495,97.263043,70.280491,97.784878,87.75886,89.04915,80.518612,79.256029,88.842969,98.709967,79.310039,96.14175,85.254959,91.011651,95.295823,82.755403,89.561115,2.852216,48.186917,87.858431,95.416718,85.06081,99.815277,87.268006,86.242301
550.09529,91.615255,97.26159,70.335232,97.784781,87.755211,89.052009,80.56707,79.309201,88.850669,98.705572,79.322643,96.15323,85.293353,91.031792,95.310541,82.784282,89.57879,2.856749,48.284983,87.924449,95.431686,85.075687,99.819187,87.293742,86.324253
550.336348,91.633142,97.259638,70.389498,97.784641,87.751824,89.055057,80.615182,79.361832,88.858334,98.701186,79.335464,96.164769,85.332198,91.051779,95.323977,82.812571,89.596215,2.861915,48.382035,87.988342,95.445637,85.090046,99.823048,87.31905,86.403565
550.577407,91.650131,97.257337,70.443259,97.784488,87.748896,89.058298,80.663,79.414016,88.866065,98.696857,79.348648,96.176369,85.371549,91.0717,95.3361,82.840239,89.613442,2.867713,48.478071,88.050149,95.458634,85.103814,99.826745,87.343946,86.480221
550.818465,91.666207,97.254825,70.496492,97.784347,87.746615,89.061731,80.710571,79.465838,88.873954,98.692624,79.362318,96.188016,85.411447,91.091633,95.346898,82.867255,89.630508,2.87413,48.573087,88.109921,95.470752,85.116932,99.830164,87.368442,86.554232
551.059523,91.681363,97.252233,70.549178,97.784234,87.745155,89.065348,80.757939,79.517376,88.882078,98.688514,79.376573,96.19968,85.451914,91.11163,95.356384,82.893582,89.647433,2.881135,48.667088,88.167719,95.482077,85.129365,99.833196,87.392543,86.625643
551.300582,91.695602,97.249671,70.601299,97.784157,87.744666,89.069137,80.80514,79.568692,88.890498,98.684543,79.39149,96.211315,85.49295,91.131724,95.364589,82.91918,89.664224,2.888686,48.760075,88.223612,95.492709,85.1411,99.835739,87.416249,86.694534
551.54164,91.708934,97.247227,70.65284,97.784115,87.745275,89.073082,80.852199,79.619839,88.899256,98.680718,79.407115,96.222867,85.53454,91.151915,95.371562,82.944006,89.680866,2.896726,48.852055,88.277685,95.502754,85.15215,99.837702,87.439553,86.761014
551.782699,91.721378,97.244968,70.703784,97.784103,87.747081,89.077162,80.899134,79.670853,88.908375,98.677039,79.423468,96.234268,85.576647,91.172178,95.377367,82.968015,89.697333,2.905187,48.943032,88.330035,95.512329,85.162556,99.839008,87.462439,86.825225
552.023757,91.732957,97.242932,70.754111,97.784105,87.750148,89.081358,80.94595,79.721757,88.917858,98.673496,79.440541,96.245444,85.619219,91.192457,95.382077,82.99116,89.713583,2.913988,49.033014,88.380771,95.521551,85.172379,99.839599,87.484887,86.887333
552.264816,91.743702,97.241131,70.803797,97.784103,87.75451,89.085649,80.992639,79.772562,88.927691,98.670074,79.458298,96.256317,85.662186,91.212671,95.385776,83.013394,89.729567,2.923038,49.122006,88.430016,95.530543,85.181708,99.839434,87.506866,86.947532
552.505874,91.753649,97.239552,70.852812,97.784071,87.760165,89.090012,81.03918,79.82327,88.93784,98.666754,79.476679,96.266812,85.70547,91.232712,95.388553,83.034673,89.745222,2.932238,49.210016,88.477902,95.539425,85.19065,99.838492,87.528343,87.00603
552.746932,91.762838,97.238155,70.901121,97.783983,87.767079,89.094428,81.085543,79.873871,88.948257,98.663512,79.495605,96.276853,85.748982,91.252454,95.3905,83.054956,89.760487,2.941478,49.297048,88.524571,95.548313,85.199329,99.836772,87.549277,87.063054
552.987991,91.771316,97.23688,70.948685,97.78381,87.775188,89.098877,81.131684,79.924352,88.95888,98.660325,79.514974,96.286375,85.792627,91.271756,95.391708,83.074213,89.775296,2.950646,49.383112,88.570172,95.557319,85.207881,99.834294,87.569628,87.118835
553.229049,91.779132,97.235648,70.995458,97.783525,87.784401,89.103341,81.177551,79.974695,88.96964,98.657166,79.534671,96.295318,85.836308,91.290467,95.392268,83.092419,89.789586,2.959623,49.468212,88.614856,95.566545,85.216451,99.831096,87.589354,87.173611
553.470108,91.786342,97.234367,71.041393,97.783102,87.794603,89.107802,81.223081,80.024882,88.980457,98.654012,79.554571,96.303639,85.879928,91.308438,95.392268,83.109563,89.803303,2.968289,49.552358,88.658776,95.576081,85.225183,99.827232,87.608413,87.227614
553.711166,91.793004,97.232934,71.086441,97.782519,87.805663,89.112241,81.26821,80.074897,88.991252,98.650838,79.574538,96.311307,85.923394,91.325523,95.39179,83.125647,89.816401,2.976525,49.635556,88.702083,95.586006,85.234219,99.822774,87.626769,87.281073
553.952224,91.799179,97.231245,71.130557,97.781758,87.817437,89.11664,81.312869,80.124726,89.001945,98.647625,79.594435,96.318304,85.966617,91.34159,95.390913,83.140687,89.828846,2.984211,49.717817,88.744921,95.596385,85.243693,99.817803,87.644393,87.3342
554.193283,91.804932,97.229197,71.173698,97.78081,87.829773,89.120979,81.356987,80.174363,89.012459,98.644354,79.614123,96.32463,86.009515,91.356528,95.38971,83.154718,89.840622,2.991235,49.79915,88.787426,95.607267,85.253722,99.812412,87.661264,87.387195
554.434341,91.81033,97.226693,71.21583,97.779671,87.842521,89.125235,81.4005,80.223807,89.022726,98.64101,79.633469,96.3303,86.052013,91.370251,95.38825,83.167789,89.851729,2.99749,49.879569,88.829722,95.618686,85.264405,99.806699,87.677372,87.440237
554.6754,91.815443,97.22365,71.256931,97.778347,87.855536,89.129381,81.443349,80.273065,89.032685,98.637583,79.652343,96.335342,86.094045,91.382702,95.386594,83.179966,89.862185,3.002877,49.959087,88.871918,95.63066,85.27582,99.800766,87.692724,87.493482
554.916458,91.820342,97.219999,71.296993,97.776851,87.868681,89.133388,81.485484,80.32215,89.042288,98.634065,79.670626,96.339798,86.135552,91.393861,95.384802,83.19133,89.872029,3.007311,50.037723,88.91411,95.643194,85.288016,99.794715,87.707336,87.547064
555.157516,91.825096,97.215693,71.336023,97.775205,87.881836,89.137224,81.526867,80.371082,89.051504,98.630455,79.688209,96.34372,86.176483,91.40374,95.382929,83.201977,89.881315,3.010718,50.115495,88.956373,95.656277,85.301017,99.788646,87.721247,87.60109
555.398575,91.829778,97.210708,71.374047,97.773442,87.894899,89.140853,81.567477,80.419885,89.060314,98.626754,79.704997,96.347168,86.216791,91.412392,95.381026,83.212016,89.890119,3.013041,50.192429,88.998769,95.669885,85.314817,99.782654,87.734507,87.655644
555.639633,91.834394,97.205004,71.410842,97.771536,87.90765,89.144156,81.60719,80.468215,89.0686,98.623024,79.720857,96.350194,86.256247,91.41984,95.379087,83.221377,89.898417,3.014194,50.268275,89.041105,95.683856,85.329233,99.776791,87.747094,87.710495
555.880692,91.839073,97.198647,71.446748,97.769598,87.920169,89.147173,81.646141,80.516468,89.076493,98.619223,79.735777,96.352885,86.295008,91.426268,95.377213,83.230373,89.906424,3.014203,50.343346,89.083647,95.698275,85.344349,99.771171,87.759188,87.765967
556.12175,91.843879,97.191687,71.48185,97.767682,87.932424,89.149866,81.684363,80.564672,89.084025,98.61537,79.749708,96.35531,86.33304,91.431823,95.375451,83.239131,89.914253,3.013067,50.417677,89.126405,95.713092,85.360078,99.765862,87.770892,87.822071
556.362808,91.848872,97.184201,71.516255,97.765848,87.944403,89.152198,81.721909,80.612847,89.091243,98.611489,79.762617,96.357539,86.370313,91.436677,95.373846,83.24778,89.922025,3.010805,50.491309,89.169376,95.72825,85.376311,99.760924,87.78232,87.878796
556.603867,91.854106,97.176284,71.550084,97.764163,87.956118,89.154136,81.75885,80.661009,89.098209,98.607609,79.774486,96.359639,86.4068,91.441018,95.372439,83.256444,89.929862,3.007459,50.564287,89.212546,95.743688,85.39292,99.756403,87.793601,87.936113
556.844925,91.85963,97.168054,71.583475,97.762694,87.967598,89.155654,81.795275,80.709164,89.105002,98.603768,79.785314,96.361672,86.442475,91.445046,95.371273,83.265242,89.937888,3.003089,50.63666,89.255891,95.759346,85.409767,99.752335,87.804868,87.993974
557.085984,91.865487,97.159644,71.616576,97.761513,87.978891,89.156734,81.831288,80.757309,89.111709,98.600007,79.795113,96.363693,86.477315,91.448966,95.370388,83.274284,89.946221,2.997781,50.708481,89.299379,95.775162,85.426702,99.748746,87.816263,88.052318
557.327042,91.871715,97.151197,71.649542,97.760692,87.990054,89.157367,81.867006,80.805428,89.118429,98.596374,79.803908,96.365755,86.511303,91.452979,95.369822,83.283666,89.954975,2.991637,50.779806,89.342972,95.791075,85.443575,99.745653,87.82793,88.111072
557.568101,91.878344,97.142867,71.682531,97.760302,88.001155,89.157556,81.902555,80.853494,89.125269,98.592921,79.811736,96.367902,86.544425,91.457278,95.369612,83.293473,89.964253,2.98478,50.850695,89.386631,95.807027,85.460238,99.743063,87.840009,88.17015
557.809159,91.885397,97.134806,71.715704,97.760413,88.012264,89.157315,81.938066,80.901469,89.132342,98.589706,79.818642,96.370175,86.576676,91.462041,95.36979,83.303773,89.974148,2.977349,50.921208,89.430312,95.822963,85.47655,99.740977,87.852639,88.229461
558.050217,91.892894,97.127167,71.749211,97.76109,88.023452,89.156668,81.973674,80.949301,89.139762,98.586789,79.82468,96.372609,86.608058,91.467427,95.370389,83.314616,89.984739,2.969497,50.991408,89.47397,95.83883,85.492385,99.739386,87.865946,88.288906
558.291276,91.900848,97.120097,71.783199,97.762395,88.034786,89.155654,82.009508,80.99693,89.147646,98.584233,79.829909,96.375238,86.638584,91.473573,95.371433,83.326039,89.996091,2.961388,51.061356,89.517562,95.85458,85.507633,99.738281,87.880049,88.348382
558.532334,91.909267,97.11373,71.8178,97.764383,88.046324,89.154317,82.045691,81.044286,89.156105,98.582098,79.834389,96.378092,86.668281,91.480588,95.372948,83.33806,90.008258,2.953197,51.131112,89.56104,95.870171,85.522205,99.737642,87.895047,88.407785
558.773393,91.918159,97.108187,71.853131,97.767103,88.058115,89.152711,82.082337,81.091294,89.165249,98.580447,79.838181,96.381203,86.697189,91.488559,95.374951,83.350683,90.021279,2.945099,51.200731,89.604359,95.885559,85.536035,99.73745,87.911026,88.467007
559.014451,91.927527,97.103569,71.889291,97.770594,88.070194,89.150893,82.119543,81.137875,89.175177,98.579337,79.841345,96.3846,86.725361,91.497542,95.377457,83.363898,90.035181,2.937275,51.270267,89.647472,95.900709,85.549081,99.737678,87.92805,88.525942
559.255509,91.937374,97.099957,71.926361,97.774888,88.082581,89.148925,82.157391,81.183947,89.185977,98.578818,79.843935,96.388318,86.752868,91.50757,95.380475,83.377686,90.049981,2.929896,51.339765,89.69033,95.915584,85.561327,99.738299,87.946164,88.584486
559.496568,91.947703,97.097409,71.964402,97.780003,88.095282,89.146863,82.195942,81.229434,89.197727,98.578934,79.845999,96.392392,86.779793,91.518653,95.38401,83.392014,90.065687,2.923132,51.409265,89.73288,95.930154,85.572782,99.73928,87.965392,88.642535
559.737626,91.958517,97.095957,72.003452,97.785951,88.108287,89.144761,82.235236,81.274261,89.210484,98.579718,79.847576,96.39686,86.806235,91.530778,95.38806,83.406846,90.082302,2.917136,51.4788,89.775067,95.944388,85.583478,99.740584,87.985732,88.699992
559.978685,91.969823,97.095607,72.04353,97.792729,88.121571,89.142663,82.275291,81.318362,89.224292,98.58119,79.848696,96.401762,86.832305,91.543915,95.392621,83.42214,90.099821,2.912049,51.548393,89.816833,95.958258,85.593468,99.742169,88.007166,88.756761
560.219743,91.981628,97.096341,72.084635,97.800323,88.135099,89.140602,82.316105,81.361683,89.239171,98.583358,79.849377,96.407142,86.858126,91.558021,95.397679,83.437852,90.118239,2.907991,51.618057,89.858113,95.97174,85.602821,99.743989,88.029651,88.812756
560.460801,91.993941,97.098114,72.126748,97.808711,88.14882,89.138598,82.357653,81.404181,89.255121,98.586212,79.849623,96.413043,86.883827,91.573042,95.403217,83.453938,90.137545,2.905061,51.687798,89.898842,95.98481,85.611621,99.745993,88.053126,88.867893
560.70186,92.006774,97.100857,72.169833,97.817854,88.162679,89.136654,82.399892,81.445826,89.272118,98.589727,79.84943,96.419507,86.909543,91.588916,95.409212,83.470356,90.157729,2.903333,51.757611,89.938949,95.997449,85.619961,99.748123,88.077511,88.922098
560.942918,92.020139,97.104481,72.213837,97.827705,88.176614,89.134756,82.442763,81.486606,89.290114,98.593861,79.848777,96.426577,86.935407,91.605576,95.415635,83.487069,90.178779,2.902852,51.827481,89.978362,96.009643,85.627938,99.750317,88.102712,88.975308
561.183977,92.034048,97.108876,72.258695,97.838207,88.19056,89.132873,82.486192,81.526525,89.309036,98.598554,79.847636,96.434287,86.961552,91.622952,95.422451,83.504041,90.20068,2.90364,51.897386,90.017011,96.02138,85.63565,99.752507,88.128619,89.027465
561.425035,92.048514,97.113915,72.304334,97.849291,88.204453,89.13096,82.530095,81.565603,89.328789,98.603731,79.845967,96.442668,86.988104,91.640975,95.429618,83.521243,90.223412,2.905686,51.967293,90.054824,96.032656,85.643192,99.75462,88.15511,89.078526
561.666093,92.063545,97.119458,72.350666,97.860882,88.218232,89.128955,82.574381,81.603874,89.349252,98.609299,79.843721,96.45174,87.015176,91.659575,95.437091,83.538648,90.246954,2.908954,52.037164,90.091741,96.043475,85.650649,99.75658,88.182056,89.128458
561.907152,92.079145,97.125357,72.397602,97.872894,88.231843,89.126786,82.618955,81.641391,89.370284,98.615156,79.840842,96.461512,87.042868,91.678683,95.444816,83.556234,90.271274,2.913381,52.106952,90.127705,96.053848,85.658098,99.758308,88.209319,89.177241
562.14821,92.095312,97.131457,72.445043,97.885236,88.245236,89.124372,82.663721,81.678217,89.391723,98.621184,79.837271,96.47198,87.071262,91.698231,95.452735,83.573982,90.29633,2.91888,52.176605,90.162674,96.063796,85.6656,99.759728,88.236757,89.224871
562.389269,92.112035,97.137601,72.492889,97.897812,88.258374,89.121627,82.708586,81.714427,89.413391,98.627261,79.832945,96.483126,87.100419,91.718151,95.460787,83.591874,90.322068,2.925341,52.246067,90.196622,96.073348,85.673203,99.760761,88.264226,89.271356
562.630327,92.129294,97.143634,72.541037,97.910522,88.271227,89.118463,82.75346,81.750105,89.435095,98.633257,79.827801,96.494914,87.130376,91.738371,95.468905,83.609891,90.34842,2.932637,52.315276,90.229542,96.082546,85.68094,99.761336,88.291582,89.316723
562.871386,92.147059,97.149407,72.589384,97.923261,88.283776,89.114798,82.798261,81.78534,89.456635,98.639042,79.821778,96.507292,87.161146,91.758821,95.47702,83.628011,90.375298,2.940626,52.384168,90.261447,96.091442,85.688829,99.761387,88.318683,89.361011
563.112444,92.165285,97.15478,72.637826,97.935924,88.29601,89.110555,82.842913,81.820223,89.477802,98.644488,79.814817,96.520192,87.192717,91.779425,95.485059,83.646212,90.402596,2.949156,52.452677,90.292375,96.100095,85.696874,99.760857,88.345389,89.404279
563.353502,92.183915,97.159627,72.68626,97.948405,88.307927,89.105668,82.88735,81.854844,89.498388,98.649472,79.806865,96.533529,87.22505,91.800102,95.49295,83.664463,90.430189,2.95807,52.520735,90.322392,96.108576,85.705067,99.759701,88.37157,89.446599
563.594561,92.202881,97.163836,72.734587,97.960599,88.319532,89.100085,82.931511,81.88929,89.518189,98.653881,79.797876,96.547204,87.258082,91.820769,95.500622,83.682729,90.457929,2.967211,52.588274,90.351586,96.116964,85.713392,99.757884,88.397101,89.488062
563.835619,92.222098,97.167311,72.782711,97.9724,88.330832,89.093771,82.975344,81.92364,89.537008,98.657613,79.78781,96.561104,87.291725,91.841337,95.508003,83.700968,90.485651,2.976424,52.655226,90.380075,96.125341,85.721828,99.755388,88.421867,89.52877
564.076678,92.241474,97.169978,72.83054,97.983706,88.341837,89.086707,83.018803,81.957962,89.554664,98.660584,79.776633,96.575105,87.32587,91.861711,95.515027,83.719132,90.51317,2.985562,52.721524,90.407999,96.133793,85.730348,99.752209,88.445766,89.568841
564.317736,92.260901,97.171784,72.877985,97.994418,88.352554,89.078892,83.061848,81.992311,89.570992,98.662726,79.764322,96.589078,87.360388,91.881795,95.521632,83.737164,90.54029,2.994493,52.787101,90.435521,96.142408,85.73893,99.748358,88.468707,89.608405
564.558794,92.280268,97.172694,72.924966,98.004439,88.362989,89.070342,83.10444,82.026728,89.585852,98.66399,79.750859,96.602887,87.395134,91.901492,95.527762,83.755004,90.5668,3.003096,52.851895,90.462821,96.151271,85.747553,99.743863,88.490615,89.647599
564.799853,92.299453,97.1727,72.971408,98.013679,88.37314,89.061092,83.146543,82.061237,89.599127,98.664349,79.736232,96.616399,87.429953,91.920705,95.533371,83.772586,90.592488,3.011271,52.915845,90.490095,96.16046,85.756205,99.738762,88.51143,89.68657
565.040911,92.318333,97.171811,73.017245,98.02205,88.382997,89.051188,83.188122,82.095844,89.61073,98.663795,79.720436,96.629481,87.46468,91.939339,95.538419,83.789842,90.617137,3.018938,52.978893,90.517545,96.170048,85.764879,99.733108,88.53111,89.725466
565.28197,92.336786,97.170059,73.062418,98.029472,88.392539,89.040689,83.229141,82.130539,89.620607,98.662343,79.703472,96.642011,87.499146,91.957308,95.542877,83.806704,90.640541,3.026037,53.040988,90.545377,96.180092,85.773583,99.726962,88.54963,89.764438
565.523028,92.354689,97.167499,73.106878,98.035871,88.401737,89.029665,83.269562,82.165294,89.628736,98.660025,79.685343,96.653877,87.533185,91.974536,95.546727,83.823107,90.662503,3.032529,53.102082,90.573791,96.190639,85.782333,99.720395,88.566985,89.803635
565.764086,92.371927,97.164199,73.150587,98.041183,88.410549,89.018188,83.309347,82.200068,89.635127,98.656892,79.666055,96.664983,87.566635,91.990959,95.549961,83.838989,90.682847,3.038398,53.162135,90.60298,96.201717,85.791157,99.71348,88.583187,89.843197
566.005145,92.388395,97.160249,73.193514,98.045351,88.418923,89.006334,83.348457,82.234805,89.639824,98.653011,79.645617,96.675252,87.599347,92.006528,95.552584,83.854297,90.701421,3.043648,53.221112,90.633116,96.213337,85.800092,99.706291,88.598267,89.883257
566.246203,92.403997,97.155751,73.235642,98.04833,88.426798,88.994181,83.38685,82.269439,89.642905,98.64846,79.62404,96.684625,87.631183,92.021216,95.55461,83.86899,90.718105,3.048301,53.278987,90.664351,96.225491,85.809185,99.698901,88.612275,89.923935
566.487262,92.418654,97.150823,73.276962,98.050087,88.434108,88.9818,83.424487,82.303896,89.644474,98.643328,79.601335,96.69307,87.662027,92.035013,95.556065,83.883036,90.732813,3.052393,53.335743,90.696809,96.23815,85.818486,99.691377,88.625278,89.965334
566.72832,92.432302,97.14559,73.317475,98.050602,88.440781,88.96926,83.461329,82.338101,89.644666,98.63771,79.577514,96.700578,87.691783,92.047934,95.556982,83.89642,90.745498,3.055975,53.39137,90.73058,96.251265,85.82805,99.683781,88.637356,90.007538
566.969378,92.444894,97.140188,73.357193,98.04987,88.446745,88.956621,83.497343,82.371976,89.643635,98.631706,79.55259,96.707163,87.720379,92.060013,95.557407,83.909141,90.756156,3.059107,53.445869,90.765719,96.264771,85.837931,99.676163,88.648603,90.05061
567.210437,92.456406,97.134759,73.396134,98.047902,88.451934,88.943936,83.5325,82.405451,89.641557,98.625413,79.526576,96.712865,87.747774,92.071307,95.557389,83.921215,90.764823,3.061854,53.49925,90.80224,96.278581,85.848179,99.668564,88.659126,90.094591
567.451495,92.466829,97.129448,73.434327,98.044726,88.456285,88.931252,83.566779,82.43846,89.638623,98.618927,79.499486,96.717748,87.773951,92.081895,95.556986,83.932674,90.771578,3.064285,53.551531,90.840123,96.292598,85.858837,99.661011,88.669037,90.139496
567.692554,92.476176,97.124399,73.471802,98.040386,88.45975,88.918605,83.600166,82.47095,89.635032,98.612336,79.471336,96.721897,87.798924,92.091872,95.55626,83.943565,90.776539,3.066467,53.602741,90.879305,96.306708,85.869936,99.653521,88.678452,90.185315
567.933612,92.484479,97.119757,73.508599,98.034947,88.462294,88.906029,83.632659,82.502884,89.630989,98.605724,79.442145,96.725412,87.822735,92.101346,95.555275,83.95395,90.779863,3.068463,53.652915,90.919688,96.320788,85.881498,99.646098,88.687489,90.232016
568.174671,92.491786,97.11566,73.544756,98.028489,88.463902,88.893548,83.664264,82.53424,89.626699,98.59916,79.411931,96.728413,87.84545,92.11044,95.554096,83.963903,90.781734,3.070329,53.702093,90.961139,96.334711,85.893525,99.638738,88.696264,90.27954
568.415729,92.498162,97.11224,73.580318,98.021107,88.464578,88.881187,83.695,82.565015,89.622362,98.592706,79.380718,96.731029,87.867163,92.11928,95.55279,83.973505,90.782364,3.072111,53.750324,91.003498,96.348345,85.906006,99.631426,88.704887,90.327809
568.656787,92.503686,97.10962,73.615324,98.012915,88.46435,88.868965,83.724893,82.595225,89.618168,98.58641,79.348531,96.733395,87.887985,92.127995,95.551421,83.982848,90.781986,3.073844,53.797657,91.046578,96.361557,85.918912,99.624143,88.713457,90.376722
568.897846,92.508445,97.107908,73.649817,98.004036,88.463266,88.856905,83.753981,82.624905,89.614294,98.580309,79.315399,96.735651,87.908046,92.136709,95.550049,83.992024,90.780843,3.07555,53.844143,91.090176,96.374221,85.932197,99.616866,88.722064,90.426165
569.138904,92.512539,97.107201,73.683835,97.994603,88.461399,88.845027,83.782306,82.654109,89.610901,98.574427,79.281353,96.737934,87.927488,92.145538,95.548732,84.001127,90.77918,3.07724,53.889835,91.134079,96.386215,85.945801,99.609571,88.730782,90.476009
569.379963,92.51607,97.107574,73.717412,97.984759,88.458842,88.833357,83.809917,82.68291,89.60813,98.568778,79.246426,96.740376,87.946458,92.154586,95.54752,84.010247,90.777244,3.078908,53.934779,91.178066,96.397429,85.959649,99.602236,88.73967,90.526116
569.621021,92.519144,97.109085,73.750581,97.974646,88.455705,88.821921,83.836863,82.711391,89.6061,98.563366,79.210655,96.743099,87.965108,92.163939,95.546459,84.019467,90.775268,3.08054,53.979019,91.221922,96.407764,85.973656,99.594845,88.748771,90.576341
569.862079,92.521866,97.111772,73.783369,97.964407,88.452114,88.810751,83.863195,82.739651,89.604908,98.558187,79.174076,96.74621,87.983583,92.173663,95.545586,84.02886,90.77347,3.082108,54.022592,91.265443,96.417136,85.98773,99.587389,88.758108,90.626543
570.103138,92.524338,97.115647,73.815798,97.954181,88.448203,88.799879,83.888959,82.767795,89.604625,98.553229,79.136726,96.749803,88.002023,92.183799,95.544932,84.03849,90.772044,3.083577,54.065528,91.308438,96.425478,86.001774,99.579869,88.767689,90.676579
570.344196,92.526658,97.120701,73.84789,97.944097,88.444112,88.78934,83.914196,82.795935,89.605299,98.548475,79.098642,96.753954,88.020553,92.194364,95.544519,84.048405,90.771158,3.084904,54.107846,91.35074,96.432739,86.01569,99.572298,88.777506,90.726316
570.585255,92.528914,97.126897,73.87966,97.934272,88.439978,88.779169,83.938938,82.82418,89.606953,98.543904,79.05986,96.758717,88.039283,92.205351,95.544363,84.058637,90.77095,3.086043,54.149559,91.392212,96.438887,86.029385,99.564702,88.787536,90.775633
570.826313,92.531188,97.134179,73.911124,97.924809,88.435933,88.769401,83.963208,82.85264,89.609589,98.539492,79.020413,96.764128,88.058301,92.216726,95.544471,84.069204,90.771524,3.086947,54.190666,91.432743,96.44391,86.042774,99.557118,88.797745,90.824422
571.067371,92.533617,97.142536,73.942317,97.915779,88.432089,88.760087,83.987037,82.881644,89.613253,98.535245,78.980497,96.770236,88.077694,92.228496,95.544923,84.080143,90.772964,3.087526,54.230983,91.472228,96.447764,86.055813,99.549579,88.808101,90.87258
571.30843,92.536193,97.151793,73.97323,97.907261,88.428553,88.751229,84.010398,82.91106,89.617841,98.53111,78.939969,96.777008,88.097484,92.240519,95.545635,84.091404,90.775298,3.087784,54.270662,91.510658,96.450519,86.068404,99.542173,88.818538,90.920045
571.549488,92.538962,97.161824,74.003878,97.899302,88.425405,88.742845,84.03328,82.940969,89.623295,98.527063,78.898853,96.784424,88.117694,92.252699,95.546595,84.102957,90.778536,3.087689,54.30968,91.548031,96.452218,86.080498,99.534979,88.829,90.966766
571.790547,92.541962,97.172487,74.034281,97.891927,88.422701,88.734938,84.05566,82.971438,89.629544,98.523084,78.857171,96.792448,88.138319,92.264929,95.547788,84.114762,90.782657,3.08722,54.348008,91.584378,96.45292,86.092065,99.528084,88.83943,91.012714
572.031605,92.545218,97.183625,74.064462,97.885143,88.420468,88.727503,84.077508,83.002518,89.636506,98.519153,78.814939,96.801032,88.159336,92.277088,95.549193,84.126765,90.787617,3.086369,54.385615,91.619767,96.452702,86.103091,99.521584,88.849773,91.057883
572.272663,92.548747,97.195069,74.09445,97.878941,88.418707,88.72052,84.098786,83.034243,89.64409,98.515256,78.772172,96.81012,88.180704,92.289056,95.550791,84.138907,90.793355,3.08514,54.42247,91.654291,96.451656,86.11358,99.515579,88.85998,91.102283
572.513722,92.552555,97.206649,74.124275,97.873297,88.417387,88.713954,84.119452,83.066629,89.652199,98.511378,78.728883,96.819647,88.202366,92.300713,95.552557,84.151122,90.799791,3.083555,54.458544,91.688073,96.449886,86.123555,99.510173,88.870008,91.145947
572.75478,92.556643,97.218189,74.153977,97.868176,88.416453,88.707757,84.139463,83.099677,89.660735,98.507509,78.685083,96.829545,88.224251,92.311944,95.554473,84.163341,90.806841,3.081652,54.49381,91.721255,96.44751,86.133051,99.505471,88.879822,91.188921
572.995839,92.561008,97.22952,74.1836,97.863537,88.415824,88.701864,84.158781,83.133371,89.669602,98.503643,78.64078,96.839747,88.246284,92.322645,95.556517,84.175495,90.814413,3.079485,54.528252,91.753993,96.444658,86.142118,99.501572,88.889399,91.231268
573.236897,92.56564,97.240482,74.21319,97.859338,88.4154,88.696199,84.177371,83.167681,89.678705,98.499775,78.595985,96.850183,88.268385,92.332731,95.558675,84.187517,90.82242,3.077122,54.56186,91.786454,96.441465,86.150818,99.49857,88.898725,91.273058
573.477956,92.570531,97.250924,74.2428,97.855535,88.415064,88.690672,84.195209,83.202561,89.687957,98.495904,78.550708,96.860791,88.290474,92.342132,95.560936,84.199348,90.83078,3.074644,54.594637,91.818808,96.438078,86.159221,99.496552,88.907795,91.314371
573.719014,92.57567,97.260715,74.272484,97.852095,88.414688,88.685184,84.21228,83.237958,89.697282,98.492031,78.504962,96.871511,88.312476,92.350801,95.563293,84.210934,90.839419,3.072146,54.626595,91.851222,96.434644,86.167399,99.495591,88.916619,91.355287
573.960072,92.581048,97.269744,74.302295,97.84899,88.41414,88.679627,84.228583,83.273808,89.70661,98.488162,78.45876,96.882292,88.334321,92.358715,95.565747,84.222231,90.848278,3.069728,54.65776,91.883853,96.431318,86.175429,99.495746,88.925212,91.395888
574.201131,92.586659,97.27792,74.332288,97.846206,88.41329,88.67389,84.244132,83.310039,89.715888,98.484304,78.412119,96.893088,88.355951,92.365874,95.568301,84.233205,90.857315,3.067497,54.68817,91.916845,96.428252,86.183385,99.497061,88.933598,91.436252
574.442189,92.592499,97.285181,74.362512,97.843742,88.412013,88.667857,84.258954,83.346576,89.725072,98.480469,78.365057,96.90386,88.377316,92.372303,95.570968,84.243836,90.866501,3.065561,54.717873,91.950324,96.425598,86.191337,99.499562,88.941808,91.476449
574.683248,92.598567,97.291485,74.393013,97.841613,88.410198,88.661416,84.273091,83.38334,89.734133,98.476671,78.317595,96.914575,88.398381,92.378048,95.573763,84.254115,90.875826,3.064024,54.746926,91.984391,96.423505,86.199349,99.503255,88.949874,91.516539
574.924306,92.604864,97.296819,74.423826,97.83985,88.40775,88.654457,84.286599,83.420252,89.743055,98.472928,78.269755,96.925205,88.41912,92.383174,95.576705,84.264045,90.885295,3.062986,54.775395,92.019123,96.422114,86.207474,99.508128,88.957834,91.556572
575.165364,92.611395,97.301192,74.454979,97.838494,88.404594,88.646877,84.299543,83.457233,89.751834,98.469261,78.22156,96.935729,88.439522,92.387765,95.579815,84.273642,90.894928,3.062532,54.803348,92.054568,96.421557,86.215755,99.514149,88.965722,91.596581
